name,size,percent_used,index_scans,seq_scans,unused
public.estimate_catalog_item_events_pkey,16 kB,0%,0,0,t
public.idx_jobs_ledger_project_id,16 kB,0%,0,0,t
public.supply_house_invoice_job_allocations_pkey,16 kB,0%,0,0,t
public.pay_stub_additional_lines_pkey,16 kB,0%,0,0,t
public.idx_prospect_timer_events_created_at,16 kB,0%,0,0,t
public.idx_jobs_tally_parts_part_id,16 kB,0%,0,0,t
public.idx_team_feedback_peer_ratings_peer_user,16 kB,0%,0,0,t
public.report_template_fields_pkey,16 kB,0%,0,0,t
public.team_feedback_peer_ratings_pkey,16 kB,0%,0,0,t
public.external_team_job_payments_pkey,16 kB,0%,0,0,t
public.idx_reports_job_ledger,16 kB,100%,2126,0,f
public.user_dashboard_preferences_pkey,16 kB,100%,2,0,f
public.idx_bid_pricing_assignments_bid_id,16 kB,100%,6,0,f
public.bid_working_board_placements_pkey,16 kB,0%,0,0,t
public.people_labor_job_payments_pkey,16 kB,0%,0,0,t
public.jobs_receivables_pkey,16 kB,0%,0,0,t
public.idx_customer_contacts_contact_date,16 kB,100%,5,0,f
public.idx_notification_templates_type,16 kB,100%,2,0,f
public.people_hours_display_order_pkey,16 kB,0%,0,0,t
public.idx_people_labor_job_payments_job_id,16 kB,100%,1,0,f
public.jobs_ledger_invoices_stripe_invoice_id_key,16 kB,0%,0,0,t
public.idx_jobs_ledger_payments_job_id,16 kB,100%,2076,0,f
public.project_superintendents_pkey,16 kB,0%,0,0,t
public.idx_bid_pricing_assignments_price_book_version_id,16 kB,0%,0,0,t
public.idx_inspections_created_by,16 kB,0%,0,0,t
public.idx_pay_stubs_created_at,16 kB,0%,0,0,t
public.cost_estimates_bid_id_key,16 kB,0%,0,0,t
public.idx_jobs_ledger_master_user_id,16 kB,100%,2,0,f
public.workflow_templates_pkey,16 kB,100%,13,0,f
public.checklist_tech_tree_roadmaps_pkey,16 kB,0%,0,0,t
public.idx_estimate_catalog_events_edited,16 kB,0%,0,0,t
public.idx_user_labels_label_id,16 kB,0%,0,0,t
public.idx_purchase_orders_service_type_id,16 kB,0%,0,0,t
public.estimates_public_token_hash_unique,16 kB,0%,0,0,t
public.user_tag_org_pkey,16 kB,0%,0,0,t
public.idx_vehicle_replacement_value_entries_read_date,16 kB,0%,0,0,t
public.cost_matrix_teams_shares_pkey,16 kB,100%,296,0,f
public.idx_people_labor_job_items_job_id,16 kB,100%,1,0,f
public.idx_inspection_quick_links_sequence,16 kB,0%,0,0,t
public.team_feedback_user_state_pkey,16 kB,100%,1,0,f
public.idx_master_primaries_primary_id,16 kB,0%,0,0,t
public.purchase_order_items_pkey,16 kB,0%,0,0,t
public.idx_people_crew_bids_work_date,16 kB,0%,0,0,t
public.workflow_step_line_items_pkey,16 kB,0%,0,0,t
public.idx_user_bid_notes_read_state_bid_id,16 kB,0%,0,0,t
public.idx_supply_house_invoices_supply_house_id,16 kB,0%,0,0,t
public.idx_customer_contact_persons_customer_id,16 kB,0%,0,0,t
public.idx_vehicle_replacement_value_entries_vehicle_id,16 kB,0%,0,0,t
public.checklist_item_assignees_pkey,16 kB,0%,0,0,t
public.idx_attendance_incidents_subject_work_date,16 kB,0%,0,0,t
public.idx_fixture_types_service_type_id,16 kB,0%,0,0,t
public.fixture_types_pkey,16 kB,100%,170,0,f
public.idx_vehicles_year,16 kB,0%,0,0,t
public.mercury_debit_card_user_links_user_id_idx,16 kB,100%,4,0,f
public.idx_reports_created_at,16 kB,0%,0,0,t
public.idx_jobs_tally_parts_job_fixture,16 kB,0%,0,0,t
public.idx_bids_gc_builders_name,16 kB,0%,0,0,t
public.idx_housing_units_created,16 kB,0%,0,0,t
public.idx_job_collect_payment_flows_pending,16 kB,0%,0,0,t
public.team_feedback_peer_ratings_submission_person_unique,8192 bytes,0%,0,0,t
public.vehicle_odometer_entries_vehicle_id_read_date_key,8192 bytes,0%,0,0,t
public.idx_writeup_templates_active,8192 bytes,0%,0,0,t
public.idx_writeups_template_created,8192 bytes,0%,0,0,t
public.user_report_notification_preferences_pkey,8192 bytes,0%,0,0,t
public.idx_pay_stub_deductions_person_offset_id_unique,8192 bytes,0%,0,0,t
public.prospect_calling_locks_pkey,8192 bytes,0%,0,0,t
public.idx_jobs_ledger_bid_id,8192 bytes,0%,0,0,t
public.salary_work_schedule_day_overrides_pkey,8192 bytes,0%,0,0,t
public.idx_user_report_notification_preferences_template,8192 bytes,0%,0,0,t
public.user_checklist_item_mute_preferences_pkey,8192 bytes,0%,0,0,t
public.idx_people_labels_label_id,8192 bytes,0%,0,0,t
public.idx_vehicle_odometer_entries_vehicle_id,8192 bytes,0%,0,0,t
public.idx_prospect_calling_locks_user_id,8192 bytes,0%,0,0,t
public.idx_vehicle_odometer_entries_read_date,8192 bytes,0%,0,0,t
public.people_labels_pkey,8192 bytes,0%,0,0,t
public.salary_work_schedule_day_overrides_user_id_work_date_key,8192 bytes,100%,37,0,f
public.idx_user_report_notification_preferences_user,8192 bytes,100%,3,0,f
public.external_team_sub_managers_pkey,8192 bytes,0%,0,0,t
public.writeups_pkey,8192 bytes,0%,0,0,t
public.idx_writeups_author_created,8192 bytes,0%,0,0,t
public.vehicle_odometer_entries_pkey,8192 bytes,0%,0,0,t
public.idx_reports_bid_id,8192 bytes,0%,0,0,t
public.estimates_thread_notes_pkey,8192 bytes,0%,0,0,t
public.writeup_templates_pkey,8192 bytes,0%,0,0,t
public.cost_matrix_tag_colors_pkey,8192 bytes,0%,0,0,t
public.idx_estimates_thread_notes_estimate_created,8192 bytes,0%,0,0,t
public.idx_writeups_subject_submitted,8192 bytes,0%,0,0,t
public.idx_people_labels_person_id,8192 bytes,0%,0,0,t
public.workflow_step_dependencies_pkey,8192 bytes,0%,0,0,t
